#id,network,cidr,gateway,firstip,lastip,reservedby
id1,provider1,172.31.6.0/24,172.31.6.254,172.31.6.100,172.31.6.109
id2,provider1,172.31.6.0/24,172.31.6.254,172.31.6.110,172.31.6.119
id3,provider1,172.31.6.0/24,172.31.6.254,172.31.6.120,172.31.6.129
id4,provider1,172.31.6.0/24,172.31.6.254,172.31.6.130,172.31.6.139
id5,provider1,172.31.6.0/24,172.31.6.254,172.31.6.140,172.31.6.149
id6,provider1,172.31.6.0/24,172.31.6.254,172.31.6.150,172.31.6.159
